t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
4,0.5,0.4735038783468968,0,stratified,0.026496121653103222,professor
20,-0.19874999999999998,0.2252461216531032,0,stratified,0.026496121653103222,professor
36,0.05285493827160492,0.0263588166185017,0,stratified,0.026496121653103222,professor
52,0.03333333333333344,0.006837211680230215,0,stratified,0.026496121653103222,professor
68,0.05741147741147745,0.03091535575837423,0,stratified,0.026496121653103222,professor
84,0.014408340701444255,0.012087780951658966,0,stratified,0.026496121653103222,professor
100,0.011834636834636814,0.014661484818466408,0,stratified,0.026496121653103222,professor
116,0.013731060606060885,0.012765061047042336,0,stratified,0.026496121653103222,professor
132,-0.024264579205788395,0.050760700858891616,0,stratified,0.026496121653103222,professor
148,-0.04784966572836025,0.07434578738146347,0,stratified,0.026496121653103222,professor
164,-0.019779246095035563,0.046275367748138785,0,stratified,0.026496121653103222,professor
180,-0.05332310425583453,0.07981922590893775,0,stratified,0.026496121653103222,professor
196,-0.060032769890738136,0.08652889154384136,0,stratified,0.026496121653103222,professor
212,-0.06550635456885467,0.0920024762219579,0,stratified,0.026496121653103222,professor
228,-0.025296608300621748,0.05179272995372497,0,stratified,0.026496121653103222,professor
244,-0.014284701938600874,0.040780823591704096,0,stratified,0.026496121653103222,professor
260,-0.02151004057743522,0.04800616223053844,0,stratified,0.026496121653103222,professor
276,-0.03412176227038555,0.06061788392348877,0,stratified,0.026496121653103222,professor
292,-0.040085746833883995,0.06658186848698722,0,stratified,0.026496121653103222,professor
308,-0.043155448810416774,0.06965157046352,0,stratified,0.026496121653103222,professor
324,-0.037313928761297244,0.06381005041440047,0,stratified,0.026496121653103222,professor
340,-0.03633691038738818,0.0628330320404914,0,stratified,0.026496121653103222,professor
356,-0.023644093529654908,0.05014021518275813,0,stratified,0.026496121653103222,professor
372,-0.0338598901098901,0.06035601176299332,0,stratified,0.026496121653103222,professor
388,-0.03820003909090108,0.0646961607440043,0,stratified,0.026496121653103222,professor
404,-0.04474323766793031,0.07123935932103354,0,stratified,0.026496121653103222,professor
420,-0.04852684605055835,0.07502296770366157,0,stratified,0.026496121653103222,professor
