t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta,pos_label
4,0.5,0.4735038783468968,0,power,0.026496121653103222,professor
20,0.10416666666666663,0.07767054501356341,0,power,0.026496121653103222,professor
36,0.2064285714285714,0.17993244977546818,0,power,0.026496121653103222,professor
52,0.07777777777777783,0.05128165612467461,0,power,0.026496121653103222,professor
68,0.017938311688311726,0.008557809964791496,0,power,0.026496121653103222,professor
84,0.01262019230769229,0.013875929345410931,0,power,0.026496121653103222,professor
100,-0.03419692912726968,0.060693050780372904,0,power,0.026496121653103222,professor
116,-0.09114368574413112,0.11763980739723434,0,power,0.026496121653103222,professor
132,-0.029332842098799605,0.05582896375190283,0,power,0.026496121653103222,professor
148,-0.030486111111111103,0.056982232764214324,0,power,0.026496121653103222,professor
164,0.04137749669119706,0.014881375038093836,0,power,0.026496121653103222,professor
180,0.02445607784873627,0.0020400438043669533,0,power,0.026496121653103222,professor
196,-0.031761241081798675,0.058257362734901896,0,power,0.026496121653103222,professor
212,-0.02144965964451473,0.04794578129761795,0,power,0.026496121653103222,professor
228,-0.046509294304807214,0.07300541595791044,0,power,0.026496121653103222,professor
244,-0.02746721301343613,0.05396333466653935,0,power,0.026496121653103222,professor
260,-0.02695994964036219,0.05345607129346541,0,power,0.026496121653103222,professor
276,-0.031671878631510775,0.058168000284613997,0,power,0.026496121653103222,professor
292,-0.035139477945080655,0.06163559959818388,0,power,0.026496121653103222,professor
308,-0.037731677437559785,0.06422779909066301,0,power,0.026496121653103222,professor
324,-0.04711981566820278,0.073615937321306,0,power,0.026496121653103222,professor
340,-0.05507895253287176,0.08157507418597498,0,power,0.026496121653103222,professor
356,-0.034241693895841196,0.06073781554894442,0,power,0.026496121653103222,professor
372,-0.016055648134121192,0.042551769787224414,0,power,0.026496121653103222,professor
388,-0.006063466347747126,0.03255958800085035,0,power,0.026496121653103222,professor
404,0.011522744220730852,0.01497337743237237,0,power,0.026496121653103222,professor
420,0.0004746897162242192,0.026021431936879003,0,power,0.026496121653103222,professor
436,-0.00012390307714338356,0.026620024730246605,0,power,0.026496121653103222,professor
452,-0.0005252276459172256,0.027021349299020447,0,power,0.026496121653103222,professor
468,-0.005890933601479631,0.03238705525458285,0,power,0.026496121653103222,professor
484,-0.005743763183951089,0.03223988483705431,0,power,0.026496121653103222,professor
500,-0.007120430697280744,0.033616552350383966,0,power,0.026496121653103222,professor
516,-0.0037517080947424564,0.030247829747845678,0,power,0.026496121653103222,professor
532,0.01601186263877641,0.010484259014326813,0,power,0.026496121653103222,professor
