t_size,delta_auc,abs_error_roc_auc_diff,seed,strategy,true_delta
36,0.04935064935064937,0.10641740367649466,0,bo,0.15576805302714403
52,0.23958333333333326,0.08381528030618923,0,bo,0.15576805302714403
68,0.3094405594405594,0.1536725064134154,0,bo,0.15576805302714403
84,0.289781746031746,0.13401369300460197,0,bo,0.15576805302714403
100,0.17426624737945495,0.018498194352310926,0,bo,0.15576805302714403
116,0.13854166666666673,0.017226386360477297,0,bo,0.15576805302714403
132,0.12387387387387383,0.0318941791532702,0,bo,0.15576805302714403
148,0.02351190476190479,0.13225614826523924,0,bo,0.15576805302714403
164,0.05606925968768084,0.09969879333946319,0,bo,0.15576805302714403
180,0.10366930015284259,0.052098752874301435,0,bo,0.15576805302714403
196,0.12414596273291933,0.03162209029422469,0,bo,0.15576805302714403
212,0.11373845405930971,0.042029598967834314,0,bo,0.15576805302714403
228,0.10309914561435862,0.052668907412785404,0,bo,0.15576805302714403
244,0.1403859449574023,0.015382108069741718,0,bo,0.15576805302714403
260,0.12710825050241703,0.028659802524726996,0,bo,0.15576805302714403
276,0.14372386010336913,0.012044192923774899,0,bo,0.15576805302714403
292,0.1587694150582788,0.003001362031134769,0,bo,0.15576805302714403
308,0.17892962892962905,0.02316157590248502,0,bo,0.15576805302714403
324,0.2126540653226614,0.056886012295517374,0,bo,0.15576805302714403
340,0.21557017543859652,0.059802122411452496,0,bo,0.15576805302714403
356,0.23583012074252196,0.08006206771537794,0,bo,0.15576805302714403
372,0.2624392803353956,0.10667122730825157,0,bo,0.15576805302714403
388,0.26179043363751536,0.10602238061037134,0,bo,0.15576805302714403
404,0.23439346650020798,0.07862541347306395,0,bo,0.15576805302714403
420,0.2525737817433082,0.09680572871616416,0,bo,0.15576805302714403
436,0.2691287286028243,0.11336067557568025,0,bo,0.15576805302714403
452,0.26164166798794986,0.10587361496080583,0,bo,0.15576805302714403
468,0.25840273878595044,0.10263468575880641,0,bo,0.15576805302714403
484,0.26239751913986054,0.10662946611271651,0,bo,0.15576805302714403
500,0.25067833633051295,0.09491028330336893,0,bo,0.15576805302714403
516,0.25575681341123024,0.09998876038408622,0,bo,0.15576805302714403
532,0.25403251719041187,0.09826446416326784,0,bo,0.15576805302714403
548,0.25505610597672096,0.09928805294957693,0,bo,0.15576805302714403
564,0.26560198909990856,0.10983393607276454,0,bo,0.15576805302714403
580,0.2729458600731816,0.11717780704603759,0,bo,0.15576805302714403
